Ticker,Tier,Price,P/E,Sector,Z-Score,ROIC %,Op Margin %,Avg Margin (4Y),Curr Ratio,Int Cov,Mkt Cap (B)
BWA,Strong,47.78,67.3,Consumer Cyclical,2.79,6.02,8.41,9.01,2.051,7.42,10.34
WWW,Strong,18.58,17.36,Consumer Cyclical,2.76,9.18,8.57,4.57,1.343,2.44,1.52
TXT,Strong,91.71,20.07,Industrials,2.74,8.36,9.5,6.94,1.838,10.72,16.34
ARMN,Strong,17.165,63.57,Basic Materials,2.73,5.73,40.92,29.55,2.415,3.9,3.5
FBIN,Strong,54.99,20.6,Industrials,2.73,14.64,17.86,16.34,1.95,6.02,6.61
RBA,Strong,107.83,51.35,Industrials,2.73,7.48,14.74,18.6,1.233,3.35,20.07
EQNR,Strong,23.72,11.08,Energy,2.71,33.7,23.02,37.97,1.481,30.32,59.3
AMRZ,Strong,55.285,23.13,Basic Materials,2.7,10.06,21.33,16.41,1.45,7.03,30.58
JBS,Strong,13.74,13.34,Consumer Defensive,2.69,15.01,5.48,6.17,1.602,2.65,15.24
CDW,Strong,132.53,16.75,Technology,2.68,17.93,7.95,7.46,1.39,7.69,17.37
LKQ,Strong,33.0,12.22,Consumer Cyclical,2.68,10.09,8.23,10.56,1.596,4.66,8.49
ARHS,Strong,11.12,21.38,Consumer Cyclical,2.67,10.67,4.76,9.7,1.343,,1.57
CENX,Strong,43.235,51.47,Basic Materials,2.67,24.86,9.22,2.56,1.714,8.51,4.04
FDX,Strong,308.91,17.1,Industrials,2.67,8.63,7.64,6.72,1.274,7.9,72.89
TSM,Strong,318.06,33.06,Technology,2.67,26.31,50.58,44.69,2.693,134.95,1649.62
YUM,Strong,153.46,29.91,Consumer Cyclical,2.67,43.77,34.41,32.01,1.694,4.89,42.61
BRKR,Strong,52.48,0.0,Healthcare,2.66,5.63,12.96,15.92,1.854,5.32,7.97
ZBH,Strong,94.0975,23.35,Healthcare,2.66,6.63,17.0,17.86,2.428,5.76,18.65
M,Strong,23.69,13.94,Consumer Cyclical,2.6,7.39,0.77,6.21,1.254,7.63,6.3
BBWI,Strong,22.775,7.05,Consumer Cyclical,2.55,36.8,10.1,19.58,1.211,4.29,4.7
EGO,Strong,37.95,20.85,Basic Materials,2.54,8.4,39.69,19.59,2.794,22.64,7.66
ITGR,Strong,82.865,34.1,Healthcare,2.54,7.01,14.28,11.36,3.709,3.82,2.9
APTV,Strong,86.42,65.47,Consumer Cyclical,2.53,13.58,11.44,8.66,1.793,7.38,18.82
TEX,Strong,58.64,24.85,Industrials,2.51,10.67,10.45,10.14,2.151,5.58,3.85
CEG,Strong,322.54,36.9,Utilities,2.49,10.9,16.33,7.58,1.563,9.92,100.76
MBC,Strong,11.63,18.46,Consumer Cyclical,2.47,9.56,8.5,9.4,1.865,3.27,1.47
NTAP,Strong,105.55,18.39,Technology,2.47,23.49,24.75,19.79,1.341,22.61,21.07
VAL,Strong,53.334,9.54,Energy,2.47,12.16,21.14,6.86,1.871,5.37,3.8
RPRX,Strong,40.26,23.01,Healthcare,2.45,9.17,70.27,56.05,3.484,6.9,23.48
EMN,Strong,68.79,11.48,Basic Materials,2.44,10.35,9.67,13.92,1.756,5.99,7.9
WIT,Strong,2.905,20.75,Technology,2.44,18.42,16.42,15.98,2.256,19.92,30.65
HAYW,Strong,16.06,25.9,Industrials,2.43,7.92,16.92,21.39,3.184,3.12,3.48
JBI,Strong,6.9635,20.48,Industrials,2.42,12.87,13.91,17.57,3.027,3.02,0.97
RDY,Strong,13.36,17.13,Healthcare,2.42,21.96,18.45,21.57,1.852,28.14,11.13
LW,Strong,41.3,14.96,Consumer Defensive,2.41,11.24,9.47,13.91,1.433,3.7,5.76
VRRM,Strong,23.19,68.21,Technology,2.41,10.82,28.56,23.04,2.448,2.07,3.7
AKAM,Strong,85.71,25.13,Technology,2.39,7.42,15.74,19.34,2.281,22.65,12.33
AXTA,Strong,32.39,15.5,Basic Materials,2.38,11.89,15.76,10.96,2.199,3.42,6.91
NWSA,Strong,26.45,31.87,Communication Services,2.36,7.41,10.45,9.72,1.763,,15.41
BKR,Strong,50.2,17.31,Energy,2.34,13.65,13.52,9.78,1.409,17.49,49.54
GTES,Strong,22.49,24.71,Industrials,2.32,7.6,14.94,13.28,3.523,3.47,5.81
CVE,Strong,16.385,13.11,Energy,2.31,9.6,11.0,10.14,1.729,7.27,30.91
OC,Strong,117.11,0.0,Industrials,2.31,9.58,18.07,16.36,1.396,5.32,9.79
CSTM,Strong,20.265,25.33,Basic Materials,2.3,7.24,7.02,4.66,1.277,2.31,2.83
SHEL,Strong,70.275,14.34,Energy,2.29,11.89,11.35,11.33,1.352,7.16,203.66
ESI,Strong,27.555,27.83,Basic Materials,2.28,7.65,15.36,12.53,4.051,6.11,6.67
LYB,Strong,47.64,0.0,Basic Materials,2.27,7.18,6.04,10.45,1.57,4.33,15.33
HMY,Strong,20.615,14.72,Basic Materials,2.23,23.66,29.67,11.37,1.72,15.79,12.88
MT,Strong,47.33,13.92,Basic Materials,2.23,5.07,4.09,10.7,1.386,6.72,36.0
ETSY,Strong,61.24,41.38,Consumer Cyclical,2.18,24.22,12.2,15.31,3.174,30.75,6.07
SXC,Strong,7.755,10.34,Basic Materials,2.18,10.39,4.21,7.86,2.124,6.49,0.66
NOK,Strong,6.495,34.18,Technology,2.17,8.71,6.94,8.33,1.478,7.39,36.81
MPLX,Strong,52.54,11.13,Energy,2.13,15.49,38.35,40.8,1.312,5.63,53.54
NOV,Strong,17.565,17.74,Energy,2.13,10.23,4.92,4.67,2.545,10.13,6.52
PLNT,Strong,105.7399,43.34,Consumer Cyclical,2.13,12.44,32.57,25.47,2.082,3.47,8.91
SU,Strong,45.76,14.76,Energy,2.06,11.24,19.35,17.96,1.348,12.8,55.7
ZIM,Strong,22.5,2.71,Industrials,2.05,30.45,14.83,21.0,1.304,5.71,2.71
TME,Strong,17.505,17.68,Communication Services,2.04,11.96,29.13,16.63,2.085,71.26,29.48
WB,Strong,10.71,6.12,Communication Services,2.04,9.5,26.53,28.17,3.346,4.99,2.64
AM,Strong,17.32,17.67,Energy,2.03,13.35,57.81,56.12,1.259,3.65,8.29
XPRO,Strong,14.64,24.4,Energy,2.02,5.97,8.15,0.69,2.114,8.83,1.69
TRIP,Strong,14.84,24.73,Consumer Cyclical,2.0,6.88,12.66,1.67,1.325,2.89,1.73
DAR,Strong,38.29,57.15,Consumer Defensive,1.99,5.55,7.87,8.93,1.488,1.97,6.06
DEO,Strong,86.93,20.55,Consumer Defensive,1.98,12.02,27.33,26.69,1.633,4.2,48.32
PFE,Strong,25.275,14.69,Healthcare,1.97,6.52,35.28,23.01,1.282,3.6,143.71
AVTR,Strong,12.065,0.0,Healthcare,1.92,10.61,8.48,12.48,1.488,4.9,8.23
MOMO,Strong,6.71,11.0,Communication Services,1.89,16.3,13.0,15.07,5.205,15.28,1.08
BOX,Strong,29.565,23.65,Technology,1.88,12.24,8.32,3.19,1.2,15.02,4.23
SLGN,Strong,42.085,14.31,Consumer Cyclical,1.88,8.11,10.25,10.21,1.27,3.09,4.5
GGB,Strong,3.96,14.14,Basic Materials,1.87,8.24,8.73,17.38,2.704,7.86,7.83
ZTO,Strong,21.71,14.01,Industrials,1.87,18.75,20.27,23.15,1.378,35.55,17.08
SEE,Strong,41.52,15.43,Consumer Cyclical,1.86,13.86,15.96,15.63,1.288,2.59,6.11
BABA,Strong,154.54,20.66,Consumer Cyclical,1.82,12.06,2.17,12.72,1.456,17.2,368.74
DOW,Strong,25.93,0.0,Basic Materials,1.81,5.13,1.91,8.38,1.944,2.97,18.43
